,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
98,inspired by true events this film takes place in rwanda in the 1990s when more than a million tutsis were killed in a genocide that went mostly unnoticed by the rest of the world hotel owner paul rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives,hotel rwanda,7.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
99,at an elite oldfashioned boarding school in new england a passionate english teacher inspires his students to rebel against convention and seize the potential of every day courting the disdain of the stern headmaster,dead poets society,8.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,jigsaw has disappeared along with his new apprentice amanda the puppetmaster behind the cruel intricate games that have terrified a community and baffled police has once again eluded capture and vanished while city detective scramble to locate him doctor lynn denlon and jeff reinhart are unaware that they are about to become the latest pawns on his vicious chessboard,saw iii,6.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
101,when a new murder victim is discovered with all the signs of jigsaws hand detective eric matthews begins a full investigation and apprehends jigsaw with little effort but for jigsaw getting caught is just another part of his plan eight more of his victims are already fighting for their lives and now its time for matthews to join the game,saw ii,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,set during the cold war the soviets  led by swordwielding irina spalko  are in search of a crystal skull which has supernatural powers related to a mystical lost city of gold after being captured and then escaping from them indy is coerced to head to peru at the behest of a young man whose friend  and indys colleague  professor oxley has been captured for his knowledge of the skulls whereabouts,indiana jones and the kingdom of the crystal skull,5.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,in the postapocalyptic future reigning tyrannical supercomputers teleport a cyborg assassin known as the terminator back to 1984 to kill sarah connor whose unborn son is destined to lead insurgents against 21st century mechanical hegemony meanwhile the humanresistance movement dispatches a lone warrior to safeguard sarah can he stop the virtually indestructible killing machine,the terminator,7.3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,raimunda penlope cruz works and lives madrid with her husband paco and daughter paula her sister sole lola dueas lives nearby and they both miss their mother irene carmen maura who died several years ago in a house fire along with their father a former neighbor from their hometown reports that she has seen the ghost of irene and both daughters do not believe her after a murder and a family tragedy irenes spirit materializes around her daughters to help comfort them,volver,7.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
105,a selfconscious bride is tormented by the memory of her husbands dead first wife,rebecca,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
106,female born teena brandon adopts his male identity of brandon teena and attempts to find himself and love in nebraska,boys dont cry,7.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,when two poor greasers johnny and ponyboy are assaulted by a vicious gang the socs and johnny kills one of the attackers tension begins to mount between the two rival gangs setting off a turbulent chain of events,the outsiders,6.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,the middle eastern oil industry is the backdrop of this tense drama which weaves together numerous story lines bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies while bryan woodman a switzerlandbased energy analyst experiences both personal tragedy and opportunity during a visit with arabian royalty meanwhile veteran cia agent bob barnes uncovers an assassination plot with unsettling origins,syriana,6.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
109,after the death of a friend a writer recounts a boyhood journey to find the body of a missing boy,stand by me,7.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,spanning the years 1945 to 1955 a chronicle of the fictional italianamerican corleone crime family when organized crime family patriarch vito corleone barely survives an attempt on his life his youngest son michael steps in to take care of the wouldbe killers launching a campaign of bloody revenge,the godfather,8.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters their only opportunity is to join an allgirl band as they leave on a tour to make their getaway they must first disguise themselves as women then keep their identities secret and deal with the problems this brings  such as an attractive bandmate and a very determined suitor,some like it hot,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,in the continuing saga of the corleone crime family a young vito corleone grows up in sicily and in 1910s new york in the 1950s michael corleone attempts to expand the family business into las vegas hollywood and cuba,the godfather part ii,8.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,in the midst of trying to legitimize his business dealings in 1979 new york and italy aging mafia don michael corleone seeks forgiveness for his sins while taking a young protege under his wing,the godfather part iii,7.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
114,when record store owner rob gordon gets dumped by his girlfriend laura because he hasnt changed since they met he revisits his top five breakups of all time in an attempt to figure out what went wrong as rob seeks out his former lovers to find out why they left he keeps up his efforts to win laura back,high fidelity,7.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
115,will freeman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold passing himself off as a single father he starts to meet a string of single mums confident in his ability to leave them behind when they start to ask for a commitment but wills hope of a continued bachelorhood is interrupted when he meets 12year old marcus in many ways his complete opposite,about a boy,6.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
116,damon runyons fairytale sweet and funny is told by director frank capra boozy brassy apple annie a beggar with a basket of apples is as much as part of downtown new york as old broadway itself bootlegger dave the dude is a sucker for her apples  he thinks they bring him luck but dave and girlfriend queenie martin need a lot more than luck when it turns out that annie is in a jam and only they can help annies daughter louise who has lived all her life in a spanish convent is coming to america with a count and his son the counts son wants to marry louise who thinks her mother is part of new york society its up to dave and queenie and their runyonesque cronies to turn annie into a lady and convince the count and his son that they are hobnobbing with new yorks elite,pocketful of miracles,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,sam wheat is a banker molly jensen is an artist and the two are madly in love however when sam is murdered by his friend and corrupt business partner carl bruner over a shady business deal he is left to roam the earth as a powerless spirit when he learns of carls betrayal sam must seek the help of psychic oda mae brown to set things right and protect molly from carl and his goons,ghost,6.9,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
118,eccentric candy man willy wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his topsecret confectionary but does wonka have an agenda hidden amid a world of oompa loompas and chocolate rivers,willy wonka  the chocolate factory,7.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
119,james bond must investigate a mysterious murder case of a british agent in new orleans soon he finds himself up against a gangster boss named mr big,live and let die,6.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,in 1933 new york an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious skull island where they encounter kong a giant ape who is immediately smitten with the leading lady,king kong,6.6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,oliver twist the modern filmed version of charles dickens bestseller a roman polanski adaptation the classic dickens tale where an orphan meets a pickpocket on the streets of london from there he joins a household of boys who are trained to steal for their master,oliver twist,6.7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
122,brick an alcoholic exfootball player drinks his days away and resists the affections of his wife maggie his reunion with his father big daddy who is dying of cancer jogs a host of memories and revelations for both father and son,cat on a hot tin roof,7.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
123,the dark knight of gotham city begins his war on crime with his first major enemy being the clownishly homicidal joker who has seized control of gothams underworld,batman,7.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,driven by tragedy billionaire bruce wayne dedicates his life to uncovering and defeating the corruption that plagues his home gotham city unable to work within the system he instead creates a new identity a symbol of fear for the criminal underworld  the batman,batman begins,7.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,fbi trainee clarice starling ventures into a maximumsecurity asylum to pick the diseased brain of hannibal lecter a psychiatrist turned homicidal cannibal starling needs clues to help her capture a serial killer but her faustian relationship with lecter soon leads to his escape and now two deranged killers are on the loose,the silence of the lambs,8.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
126,vampires and werewolves have waged a nocturnal war against each other for centuries but all bets are off when a female vampire warrior named selene whos famous for her strength and werewolfhunting prowess becomes smitten with a peaceloving male werewolf michael who wants to end the war,underworld,6.6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
127,framed in the 1940s for the double murder of his wife and her lover upstanding banker andy dufresne begins a new life at the shawshank prison where he puts his accounting skills to work for an amoral warden during his long stretch in prison dufresne comes to be admired by the other inmates  including an older prisoner named red  for his integrity and unquenchable sense of hope,the shawshank redemption,8.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,the incredible story of genius musician wolfgang amadeus mozart told in flashback by his peer and secret rival antonio salieri  now confined to an insane asylum,amadeus,7.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
